1,1,1
0.9,0.9,1
0.8,0.8,1
0.75,0.75,1
0.7,0.7,1
0.65,0.65,1
0.6,0.6,1
0.55,0.55,1
0.5,0.5,1
0.475,0.475,1
0.45,0.45,1
0.425,0.425,1
0.4,0.4,1
0.375,0.375,1
0.35,0.35,1
0.325,0.325,1
0.3,0.3,1
0.275,0.275,1
0.25,0.25,1
0.24,0.24,1
0.23,0.23,1
0.22,0.22,1
0.21,0.21,1
0.2,0.2,1
0.19,0.19,1
0.18,0.18,1
0.17,0.17,1
0.16,0.16,1
0.15,0.15,1
0.14,0.14,1
0.13,0.13,1
0.12,0.12,1
0.11,0.11,1
0.1,0.1,1
0.09,0.09,0.99
0.08,0.08,0.98
0.07,0.07,0.97
0.06,0.06,0.96
0,0.06,0.9
0,0.07,0.9
0,0.08,0.9
0,0.09,0.9
0,0.1,0.9
0,0.125,0.875
0,0.15,0.85
0,0.175,0.825
0,0.2,0.8
0,0.225,0.775
0,0.25,0.75
0,0.275,0.725
0,0.3,0.7
0,0.325,0.675
0,0.35,0.65
0,0.375,0.625
0,0.4,0.6
0,0.425,0.575
0,0.45,0.55
0,0.475,0.525
0,0.5,0.5
0,0.55,0.45
0,0.6,0.4
0,0.65,0.35
0,0.7,0.3
0,0.75,0.25
0,0.8,0.2
0,0.85,0.15
0,0.9,0.1
0,0.95,0.05
0,1,0
0.05,1,0
0.1,1,0
0.15,1,0
0.2,1,0
0.25,1,0
0.3,1,0
0.35,1,0
0.4,1,0
0.45,1,0
0.5,1,0
0.55,1,0
0.6,1,0
0.65,1,0
0.7,1,0
0.75,1,0
0.8,1,0
0.85,1,0
0.9,1,0
0.95,1,0
1,1,0
1,0.95,0
1,0.9,0
1,0.85,0
1,0.8,0
1,0.75,0
1,0.7,0
1,0.65,0
1,0.6,0
1,0.55,0
1,0.5,0
1,0.45,0
1,0.4,0
1,0.35,0
1,0.3,0
1,0.25,0
1,0.2,0
1,0.15,0
1,0.1,0
1,0.05,0
1,0,0
0.95,0,0
0.9,0,0
0.85,0,0
0.8,0,0
0.75,0,0
0.7,0,0
0.65,0,0
0.6,0,0
0.55,0,0
0.5,0,0
0.45,0,0
0.4,0,0
0.35,0,0
0.3,0,0
0.25,0,0
0.2,0,0
0.15,0,0
0.1,0,0
0.05,0,0
0,0,0
